Contributors Phase ONE
Txhash;Blockno;UnixTimestamp;DateTime;From;To;ContractAddress;Value(ETH);Approx.Value(USD);TxnFee(ETH);Approx.TxnFee(USD);Status;ErrCode
0x647ee60eca2c454ac5b22b705cc9e6bbf969233c8afc2e28c9ab916239c1674d;3479923;1491375088;4/5/2017 6:51:28 AM;0xff13210d0be943bb4c13c1ebfcb98578dd662f45;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12.01;593.0538;0.0221449548;0.00044846;;
0x339a78f5a3d02d3410f250b5b096b18f76d44352210f91a2fc11a4fd33844e29;3479911;1491374932;4/5/2017 6:48:52 AM;0xff31fefb77e2c03533a512522cd0e61850f2984a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.99934082;98.7274496916;0.0276123084;0.00055918;;
0x9d8bb1085051cef192d9deb8f06533648dae6a2fb19e4eb4fe7921e0715a0f29;3479902;1491374824;4/5/2017 6:47:04 AM;0x14750c5fff2336f633e7f9bea0595a2d989976b3;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.25941818;12.8100697284;0.0231325548;0.00046846;;
0x6d8a1c46e5ae9f157c8ccb1bb20d2a00b1a1bc6e6504529b36ec177962c8c81c;3479823;1491373928;4/5/2017 6:32:08 AM;0x0a1ee7bb1f5f5795ceafe0924c38eb04915869b4;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;26.018;1284.76884;0.0225942780787381;0.000457559296855774;;
0x52078e83157be184eff4426c945bba5b787a2c8fe7d1bc3d452637418223916f;3479798;1491373588;4/5/2017 6:26:28 AM;0x5f05f5666bf87eeaa767789cd23da142753ffb6c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12.01;593.0538;0.0221449548;0.00044846;;
0xf51fdf5f5428f930b609e20592f9316e76f3fbd1f2ee2ede12a29e3a3a3c09c2;3479763;1491373182;4/5/2017 6:19:42 AM;0x30d60b1458e2f9604d03105f8210472914ac0913;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.01;0.4938;0.0240569484;0.00048718;;
0xa7ebd4d043450ee604c83a2a38860bdca4c3ac5f177143359c169e4abd2ebf7f;3479763;1491373182;4/5/2017 6:19:42 AM;0x11869157c06681cd3c9404c7bb4c47b893e9d42e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.24153775;61.307134095;0.024625806;0.0004987;;
0x391938d2818d7fdb6e081214ac42ec9b1887ada87b148f6f8e9b3a56933d0930;3479723;1491372551;4/5/2017 6:09:11 AM;0x256572b0fe195cba6f4be87a1afdd4cc94268000;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;20.0076;987.975288;0.02630092374;0.000532623;;
0x5b72261b488b958acb94490638177a8fcab5a63026649711ef28a6fa3e9d8119;3479702;1491372264;4/5/2017 6:04:24 AM;0x3cccbe3bd4022d6b99a5fb444fc85dce597bb378;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4.99952578;246.8765830164;0.0234169836;0.00047422;;
0xdff0a1fb0739f44fcdd59ef0c68a5c67d8f880815a1458df957d16f1c5c3b1c0;3479695;1491372147;4/5/2017 6:02:27 AM;0x1f815080b3869feaac240386d6363175e465968a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.01;0.4938;0.0269723436;0.00054622;;
0x2578143408fca56423487438b336134cda27db9b5d989383a6123dcce898b391;3479691;1491372065;4/5/2017 6:01:05 AM;0xdf744620bd0ee189c9b78f378e57d703a281ddc2;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;11.92;588.6096;0.0252499692;0.00051134;;
0x3a6d48a64954c9bff78a33d609ff2dda5bd34d5a64aaf245321d9e9548432ad9;3479681;1491371761;4/5/2017 5:56:01 AM;0x335ad1607b57e268d7ea57fe41dafb622faa45dc;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;21.49953298;1061.6469385524;0.0230614476;0.00046702;;
0x821e123649b459b5bbeef9fd74ab21cd853be6ad2557ccdc8cbc3cde60d24c1a;3479674;1491371683;4/5/2017 5:54:43 AM;0xdf744620bd0ee189c9b78f378e57d703a281ddc2;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.0266168076;0.00053902;;
0xaf1fe755a49054c3ae96847eab6e6033c8e6dd05acef5e5a6cc53be024afaf9b;3479647;1491371221;4/5/2017 5:47:01 AM;0x335ad1607b57e268d7ea57fe41dafb622faa45dc;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.09941818;4.9092697284;0.0230614476;0.00046702;;
0x2b66ca6789cafc5493816c24d1987cacf111d96ff939139f0093efceee7f08ff;3479642;1491371177;4/5/2017 5:46:17 AM;0x462906b2c41b261244d2727776c504ad09b418da;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2;98.76;0.0237725196;0.00048142;;
0xc2b0ed2ee43ece5959d252f50397848f1a72ce182f53582e30b0d3cd16e2a46c;3479617;1491370797;4/5/2017 5:39:57 AM;0x0f3693fd7acc7f0a1a18728d58c95f1801d70e69;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.0234169836;0.00047422;;
0x6e132c90c59160a6c5f940cdfe90efa04e65dfc83b2e717dda28586e0af45858;3479605;1491370524;4/5/2017 5:35:24 AM;0x9fe1d32e40874e6ab17ce8341c72b6c0d8bf6329;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;13.504616606;666.85796800428;0.0261901644;0.00053038;;
0xc5c8e0bb4b0518b1c0533424053768362eb0853038f6fc883526bd032868cf7f;3479593;1491370381;4/5/2017 5:33:01 AM;0x4eb8b4cf0b5d7aa3356705fe7064bdf0278d6dd4;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;32.215;1590.7767;0.0262612716;0.00053182;;
0x277ab8043910f28d5338b175d59cacb78dfbcd3881e35c991d66c633047ce636;3479575;1491370057;4/5/2017 5:27:37 AM;0x813a78485bea1dc7bb6d3097cc08eb1669c746a8;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.00775073418;0.000156961;;
0x8135da8558157c93d233de9708628dda823b78d2fb9afc9344f68b94ce093973;3479570;1491370021;4/5/2017 5:27:01 AM;0x91f3a016b3297f34b059e96fee67a312b440cfad;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0323053836;0.00065422;;
0xc1bd620f42889888517bbdc2e3312e9d2bdfb21c63f916e01410e6d2f64537b1;3479557;1491369871;4/5/2017 5:24:31 AM;0xf195b79f7a846a1ec54310081fb3d09eb3e1e492;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;3.9395;194.53251;0.0241280556;0.00048862;;
0xe50d8b0cbf8124ca5fdf221f959c7294eef5cc66168c9f0e4de3dcbefdb98962;3479510;1491369308;4/5/2017 5:15:08 AM;0x483ecede784943523b8c2ed38c5234a5acccca1d;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12.21;602.9298;0.0221449548;0.00044846;;
0x963394ee021f87a74f63f123dab208b63be7bf33ac8ab47dbec96079ffc7178c;3479474;1491368761;4/5/2017 5:06:01 AM;0x68311c9337faba1ffe744bbe0e72f13b63b34aab;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4;197.52;0.023914734;0.0004843;;
0x87e0b9bb387976e8a8c4b1b8ef6eb001c4a440f9ccbd0ebcf3c92d3a622ded0f;3479419;1491368012;4/5/2017 4:53:32 AM;0x543de9fe1fd12e6245d56252aa7d480480ff4a56;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;50;2469;0.0221449548;0.00044846;;
0x62504d7bc8fab49bb3fed8b07e1705c063805c4ab94e142fffb5b29afd8c6502;3479419;1491368012;4/5/2017 4:53:32 AM;0xa634e4d473e8916a40ea80032a4d639f906d20fb;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.00050728;49.4050494864;0.0258346284;0.00052318;;
0xa3c6befec0cbd348b068b78be5977e8bf37b654fd791fb68dd8a4938a665fdd4;3479395;1491367707;4/5/2017 4:48:27 AM;0xfc303465d8ea05434b395f039539cf2bc666541c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;13;641.94;0.0221449548;0.00044846;;
0xf61d53f35f2f5218ba7448432b31a680254e47a0675cdb5eb4c1cee981674374;3479393;1491367660;4/5/2017 4:47:40 AM;0xe49c85e5f5189653e4c9e4331067d99ae8f06ca0;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x40b28b6971984a0b90cb7c8c879ed62d7a96a796465b83ed428cb37b6bd3ca4b;3479374;1491367290;4/5/2017 4:41:30 AM;0x9ef60f688793a2687eb947761c1fd8a3fcc7519a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.0221449548;0.00044846;;
0x113fc368f2c358b90b00f7ec0e8f4f2f993b37031709c2c6d1559296f08036b5;3479359;1491367032;4/5/2017 4:37:12 AM;0x53c804ebaad574a37e8030cc07b590556db44182;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.00058166;0.0287223708;0.023203662;0.0004699;;
0x9a9def6d2ada004e153598fc4e2b1ea3f6465368860023a8eee2ab162c288d89;3479358;1491367010;4/5/2017 4:36:50 AM;0x754552b9d5236c3ca31aaf2244101c0e5878a9dd;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x6d7d97bb19824ae9b46fe89c1b345e25e0f11544afd5141f3334ea276fe010d0;3479342;1491366839;4/5/2017 4:33:59 AM;0x53c804ebaad574a37e8030cc07b590556db44182;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.023203662;0.0004699;;
0x600aebc244042f3bdbfb15c64aee90ee3a22ced0e47f26283889c26332586f69;3479321;1491366572;4/5/2017 4:29:32 AM;0xa634e4d473e8916a40ea80032a4d639f906d20fb;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.0012;49.439256;0.0258346284;0.00052318;;
0xf442f8e40b6ea6f0613b703f72865595ac773f5f146dbceb4bcabe24c9e50339;3479311;1491366389;4/5/2017 4:26:29 AM;0xae1ba4f7b382e3d3554feb4e14192d011aef5c6f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;25;1234.5;0.0221449548;0.00044846;;
0x5ad2a073520083149dd6ba42d65566e76d85f07a2d0e73d25115505ee3f16d92;3479299;1491366208;4/5/2017 4:23:28 AM;0x53c804ebaad574a37e8030cc07b590556db44182;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.097;4.78986;0.0234169836;0.00047422;;
0x1dc37243469db7be8b64a023d5f35c60832d39d48da4bdd366b39d0135a30b68;3479290;1491366055;4/5/2017 4:20:55 AM;0xcef6b8af3647f7f911071002a6a6c6d2e5211adf;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;3.006871570383731211;148.479318145549;0.00996522966;0.000201807;;
0xaf525c19e01954831f0c8f8afa41049e30cfc5c2e608d15536b8f72af1385fab;3479276;1491365894;4/5/2017 4:18:14 AM;0xd347fc7a73abc04ec6e7d5a04d0bed9d8c044ed9;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.0989;4.883682;0.0221449548;0.00044846;;
0xc951a1fa6d3d8e3359444031ca533df5ff60b56320b5e1d10a4c0698fcbf54c7;3479245;1491365420;4/5/2017 4:10:20 AM;0xd347fc7a73abc04ec6e7d5a04d0bed9d8c044ed9;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4.9;241.962;0.023203662;0.0004699;;
0x82fcd27ce6722d02b636efa30a772f9a5cb007807899a9d4c667f4456078f130;3479245;1491365420;4/5/2017 4:10:20 AM;0x6018298a8e8cf342a60586e3661294bf2aaa64cd;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.5;74.07;0.0248312268;0.00050286;;
0x415b15c7d0eac33cff2e576069219dd8d7699cddefa6e4e22c5dc424de6b0412;3479245;1491365420;4/5/2017 4:10:20 AM;0x53c804ebaad574a37e8030cc07b590556db44182;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.9;44.442;0.0234169836;0.00047422;;
0x567dd833f060ebc1fb4452995a96dcb997bfe29c98b3442e8a7d5685bdb6dd64;3479191;1491364615;4/5/2017 3:56:55 AM;0x95d23ced0569c46082290e8e37ceaffc831d92a6;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x4a84c5551d69681a2a278e10c221e1fd4e89916ff28badef5dfc23903bf7f872;3479168;1491364315;4/5/2017 3:51:55 AM;0x7a6e6248f6ddda960c8e75bab5ddf18de92d3e27;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.0221449548;0.00044846;;
0x5ecc530dc9abbd6ec858f63838a7456c92942669c58b74a5a951d9f901f1f5aa;3479151;1491363986;4/5/2017 3:46:26 AM;0x4539178d9efdaf62707d9f9a5ea06261d0665219;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.99659776;49.2119973888;0.0244835916;0.00049582;;
0xf0e06656eaac4104d68f44cfe457b0d49792a0d839662008ecbda7df911b2f34;3479148;1491363936;4/5/2017 3:45:36 AM;0xc6dc52b260d9f73812bd209a4ff2ba6f406c8375;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;10;493.8;0.0221449548;0.00044846;;
0x94120da91ab52a4e639e35a4c708158c278773bbd74196b3ef1823de9e54c669;3479148;1491363936;4/5/2017 3:45:36 AM;0x021fc432a5ba37ad0d76e41f1b4595e9dfe10331;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;24.15758923;1192.9017561774;0.0221449548;0.00044846;;
0x74457c099d5113f62cbeec98c5cba2084315d6f9f98af774ad4aa4ec77625c04;3479130;1491363707;4/5/2017 3:41:47 AM;0x05f48fceb7434b24c137a6ad598e8d0b7938751a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0xcc03ce0fc1f29ddba49a83cacd0cd27025b1d5d10b6f0af04760fd41a5da889f;3479054;1491362687;4/5/2017 3:24:47 AM;0x22701cde349bc4cc64276676f827269b4bf1eb34;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;25.4;1254.252;0.0221449548;0.00044846;;
0xbce33a7892b3eec6630ea9163d94ed214599da9c18c8bce5c825aa41257df747;3479049;1491362595;4/5/2017 3:23:15 AM;0x4539178d9efdaf62707d9f9a5ea06261d0665219;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;13.84085146;683.4612450948;0.0244124844;0.00049438;;
0xc701564ce83af7012ac0068580d3a2604eee641784cae38ea593694c885b3607;3479030;1491362357;4/5/2017 3:19:17 AM;0x5cdce3bd098a00120871b3a9cd691699b1806310;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5.48676161900000011;270.93628874622;0.0221449548;0.00044846;;
0xa8b6233fa9128522fa9b27775d3bdd798a872fb6f3a25518e692217c1aa7576d;3479029;1491362344;4/5/2017 3:19:04 AM;0xbc1f11ba57cb6d0b0f2837259bc08038598479ca;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;29.98;1480.4124;0.0221449548;0.00044846;;
0x213f5cf27d4894e042d00a25dc8c8dcb1c02428cfc8ef4820e27d36102fdbdc1;3479022;1491362228;4/5/2017 3:17:08 AM;0x9152f2dc03636d3d187bcd1c34903a4d3f62956b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.09670042;4.7750667396;0.023203662;0.0004699;;
0x9c6068cc434dbf69af96230f717b49597d860c843b05df99b3f853afde1de4bc;3479003;1491361988;4/5/2017 3:13:08 AM;0xdb4f4803f3aa38a27f24d290cd06fb1425154839;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;50;2469;0.0221449548;0.00044846;;
0x056eb114a9890d44fcb56db49fa889e1ce35382e62ea88bb37fb297b0b9dd7b3;3478990;1491361772;4/5/2017 3:09:32 AM;0x5842c96c10951562b8c993c84a917a5e27c78eb0;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;6.37;314.5506;0.0221449548;0.00044846;;
0x284a26663000ad15199c0f6b186513538a745805bf8480a040569ad3e56c3e1d;3478989;1491361709;4/5/2017 3:08:29 AM;0x6354f5dd4850b90b3147519665da2b34594eb7aa;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.2;9.876;0.02325220254;0.000470883;;
0x9a77501b5fde8fcc13e93f1840a72510c802a6b94d2587b104efe94e2717b24a;3478979;1491361617;4/5/2017 3:06:57 AM;0x28f7aebc93d9406376115833273cd58dfcd50a7a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19.28958;952.5194604;0.023203662;0.0004699;;
0x8e2a39f3cee0c0d171fa71fec69a232787a6c5795f4e14bc52a4c0cea53be595;3478975;1491361548;4/5/2017 3:05:48 AM;0xfc757c42fa6c973270831be23c50d8e6a34be340;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.9;143.202;0.023203662;0.0004699;;
0xc8a4f651fb265c6d4c12e0aa0c4710ce7b7cbf730b73d95aa87b89784a9890a4;3478962;1491361339;4/5/2017 3:02:19 AM;0xa634e4d473e8916a40ea80032a4d639f906d20fb;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.0001;49.384938;0.0258346284;0.00052318;;
0x904743e0025b1fa9a7ac74372581013d669c9bd82ec39d5e83691ba5e8c11b7c;3478962;1491361339;4/5/2017 3:02:19 AM;0x19ab3ffdec7f97d706a93f2d534e2923c308f84a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;3.34943459;165.3950800542;0.0221449548;0.00044846;;
0xd85c04d079c5364c4a828905166ae8d4dab1fce82f85178fa9eacd25a613e5f4;3478960;1491361308;4/5/2017 3:01:48 AM;0x907780554cc8e7a658d3c84f8b954d03b8e33e15;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12.08941818;596.9754697284;0.0221449548;0.00044846;;
0x0a015c89d7d2e182538d8ec1017da3c6e12bf5c8e6ead9144c1a9ecc5d62ba50;3478958;1491361268;4/5/2017 3:01:08 AM;0xc6dc52b260d9f73812bd209a4ff2ba6f406c8375;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.2;9.876;0.0207396;0.00042;Error(0);Out of gas
0x04e5a83741e13692010c5f5eac595e9d626388f45ca7514a0a715997341727a6;3478938;1491360995;4/5/2017 2:56:35 AM;0xa222db1fe1c267c21c31de234acf00b290ce0a6f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.2;9.876;0.0221449548;0.00044846;;
0xb81dc50cd72dfacdab2a829e93c907a3d6d19322a3ef4eaed6108e8035dbeabd;3478902;1491360396;4/5/2017 2:46:36 AM;0xf2e430bca7796dc073ab988880f10514ecfd4e69;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.2952239;63.958156182;0.0221449548;0.00044846;;
0x311c5057056cf7fda358e29d67360235fb67fba64fc2844af54d844fef703b57;3478892;1491360279;4/5/2017 2:44:39 AM;0xaad483a65618da820f6d561192da079127f16919;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2;98.76;0.0284655948;0.00057646;;
0xdbf7a90c27d0d299cba3774d0f6666e25ddec478c2a7d83527eaca35e13263bb;3478809;1491359071;4/5/2017 2:24:31 AM;0x4539178d9efdaf62707d9f9a5ea06261d0665219;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.188726696;9.31932424848;0.0244124844;0.00049438;;
0x30ed519c08889d1a02f27f510be1ae8338016b9ef838d8b78699fb435ffdd3ed;3478770;1491358543;4/5/2017 2:15:43 AM;0x95d23ced0569c46082290e8e37ceaffc831d92a6;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.02325220254;0.000470883;;
0xd681bfc0b4378a59b39cceea6f29ba6b99fcd3e5ab27261324f3ee97c61ac78b;3478764;1491358499;4/5/2017 2:14:59 AM;0x6664d7a1fc816810827c477c0ab1a42ecf7d6b57;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.02325220254;0.000470883;;
0x15778b3517da41f59e83eae155520a816ed815848eba2505e8310fed5809a824;3478762;1491358488;4/5/2017 2:14:48 AM;0x0484468f0e384617162ab3b0ef7448beaa378c6d;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.02325220254;0.000470883;;
0xe1cf26b9a6cbd51690c4d3cad03145f02ddd1db8326b5ec6d798f45adffe1f66;3478737;1491358086;4/5/2017 2:08:06 AM;0xcc82cdb9b991058709284a37683ca0217bacdf94;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19.999389089;987.56983321482;0.02325220254;0.000470883;;
0xd2aa3931c2798f433f1f5b163b9d32c9f3e7ae7333fe2da5091413a665cd1477;3478730;1491357966;4/5/2017 2:06:06 AM;0x28cd1d40c75d22d9e7f0db8f312f87f0be1fcc87;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;39;1925.82;0.02325220254;0.000470883;;
0x3358645c8fbb91b32a56305a5cec27804501f41cf0e7744a42409b713f709034;3478702;1491357605;4/5/2017 2:00:05 AM;0x288b41e83016bdb255dcb4853aba67a295cac1f0;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.023258924;50.52852566712;0.02435945028;0.000493306;;
0xf94cf926bad2e540e5e42427e32d435b2c739fd9c3d13712c637cc768fb2ef82;3478693;1491357476;4/5/2017 1:57:56 AM;0x4539178d9efdaf62707d9f9a5ea06261d0665219;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.046359998;2.28925670124;0.02435945028;0.000493306;;
0xb2164309f10f7b3ef0aeb6d537bb175ee30e06a6d7f5ff58b133ccfe795cc990;3478693;1491357476;4/5/2017 1:57:56 AM;0xc8d4014c6a97b1090ec07da398c077cc7e4b4504;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;3.999359998;197.48839670124;0.02435945028;0.000493306;;
0xa142c6fd5c961a1f37e025bd556c0e6c12068bb18fcb810d61d00cef390dd67a;3478690;1491357449;4/5/2017 1:57:29 AM;0xff3564c3d4adcd91703fdddbd18560cda8e55f1f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.0179;50.263902;0.02325220254;0.000470883;;
0xba37925e7fb741461ad1d4821743d8596d4631c2341f67fc2082cdf0ee74628c;3478690;1491357449;4/5/2017 1:57:29 AM;0xdb4f4803f3aa38a27f24d290cd06fb1425154839;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.022751341197926;0.000460739999958;Error(0);Out of gas
0x958198a5bf8029ae32efed400e5a0b04a9b70a10d8c89761a21147d0353852d2;3478679;1491357319;4/5/2017 1:55:19 AM;0xd6090537d33fa752235c00b4095e789c896ce49c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;20;987.6;0.02435945028;0.000493306;;
0x41562f52a0a55967837b67d188d6dbe409e66681e885b3e350a3aa4aea84f962;3478671;1491357244;4/5/2017 1:54:04 AM;0x36946fdf1daa21e15a89a73dd921ed922eddfd8f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.099439846;54.29033959548;0.02716660452;0.000550154;;
0x20189f1610120f815d5cdc2051297c12530f18c886107085c04b760236b01d9a;3478668;1491357162;4/5/2017 1:52:42 AM;0xa6776808b349f9a096eb844f3334563e46af91b5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;30;1481.4;0.02435945028;0.000493306;;
0xc1edd1dfbc6e2207cfbb87afc72116d52bcf2caf89c20cc73978e7d3b9724cb5;3478663;1491357083;4/5/2017 1:51:23 AM;0x79bd699ffafa6be1fcde6ba00965e5083ed0e414;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;14.58;719.9604;0.02435945028;0.000493306;;
0x48e22bf09da4c86aef842f6c9f2ce019300ab50a5bbf24e91c9e1541be7e88ba;3478649;1491356892;4/5/2017 1:48:12 AM;0x3ccda0f7755ad1d4323af0c384cb9c3cd7f7a6f7;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;24.999359998;1234.46839670124;0.02435945028;0.000493306;;
0xd6137d2cfda3489edb4e5e2e909e2bf49b2a0d15c62f382475d77e4ea41194db;3478641;1491356795;4/5/2017 1:46:35 AM;0xd8dd3f6d55659fa4a16ddf09493cead8b0d6dbbc;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;3.21;158.5098;0.02488648302;0.000503979;;
0x0350182a895d14c80edf2ca1561ff43895a43e73bd2bcec349059ea258c9f8dc;3478557;1491355680;4/5/2017 1:28:00 AM;0x415a8531fa0fac2df6e004c6ad5f7ceffe932793;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0229192332;0.00046414;;
0x13c8e89858e7a50360971204b7afdb86da97a40f00c2ea5cfbd9921a5c8e300d;3478556;1491355655;4/5/2017 1:27:35 AM;0x2de73672d60c7f51d74846e39a4d99f7d7ed51da;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;23.99;1184.6262;0.0269012364;0.00054478;;
0xf4766a3a7948681d4e6ec3ebf3356c2824cd1037edba1eab1e4c411ce11d142b;3478545;1491355476;4/5/2017 1:24:36 AM;0x12c1f39431e28c731258e08d0f7273a4f70a7e98;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;80;3950.4;0.0221449548;0.00044846;;
0x4fbf627bc3ac0d267b5ea4bcbec12bf90dfd4d9b415ed4ab59d18ed7431b1775;3478539;1491355361;4/5/2017 1:22:41 AM;0x4d0f19f820963d2a5d5d81968b733a8db2283b17;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.088;4.34544;0.0221449548;0.00044846;;
0x453064236254b30184d52318d4ba9e979565185c92b5da749b0bacf25ee84f29;3478528;1491355206;4/5/2017 1:20:06 AM;0x4d0f19f820963d2a5d5d81968b733a8db2283b17;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;13.2;651.816;0.0221449548;0.00044846;;
0xeac9308afb5472723fa2fa09bc455b5db9eb6058f25f8b663a94268ad89723fc;3478483;1491354408;4/5/2017 1:06:48 AM;0xed4cfc8da59b04f30f3285c86ba12385dd69d2ab;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.00851954;49.8006948852;0.0266879148;0.00054046;;
0x73c413f1a3d120bd7dd310045b1bd7c69990463e0702cd7908591286524736b8;3478454;1491354067;4/5/2017 1:01:07 AM;0xb9d0347636409e7190e9dd6187ae1a453477404c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.73;85.4274;0.0237014124;0.00047998;;
0x80ad660954aa7c79664477d6f4b8648d9a2c9589f5b0abd3d89e3da6ea6ca1d7;3478449;1491354034;4/5/2017 1:00:34 AM;0x2de73672d60c7f51d74846e39a4d99f7d7ed51da;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.2;9.876;0.0275412012;0.00055774;;
